#OPEN_EXPORT: 2020.4.14.1354
#Datum vytvoøení souboru: 15.04.2020 13:20
#Stažením publikovaných dat souhlasíte s podmínkami užití tìchto dat.

METADATA
Stanice ID;Jméno stanice;Zaèátek mìøení;Konec mìøení;Zemìpisná délka;Zemìpisná šíøka;Nadmoøská výška
B1HODO01;Hodonín;01.01.1961;31.08.1971;17,1317;48,8575;180
B1HODO01;Hodonín;01.09.1971;31.12.1972;17,1358;48,8536;180
B1HODO01;Hodonín;01.01.1973;30.06.1977;17,1206;48,8456;160
B1HODO01;Hodonín;01.07.1977;31.07.1978;17,1208;48,8564;187
B1HODO01;Hodonín;01.11.1978;30.06.1980;17,1419;48,8658;186
B1HODO01;Hodonín;01.05.1981;30.04.1986;17,1403;48,8594;164
B1HODO01;Hodonín;01.09.1986;29.02.1992;17,1444;48,8628;164
B1HODO01;Hodonín;01.08.1992;09.06.2003;17,0972;48,8314;161
B1HODO01;Hodonín;10.06.2003;30.11.2017;17,1456;48,8617;174
B1HODO01;Hodonín;01.12.2017;31.12.2019;17,104872;48,854292;172

PØÍSTROJE
Pøístroj;Zaèátek mìøení;Konec mìøení;Výška pøístroje
Anemoindikátor;01.01.1961;31.07.1978;10
Anemoindikátor;01.11.1978;30.06.1980;10

PRVEK
Prùmìrná denní rychlost vìtru [F.AVG, m/s]

Popis:
Hodnota - hodnota prvku
Pøíznak - rozšiøující informace o hodnotì

DATA
Rok;Mìsíc;Den;Hodnota;Pøíznak
1969;12;12;2,7;
1969;12;13;1;
1969;12;14;1,3;
1969;12;15;2,7;
1969;12;16;1;
1969;12;17;,7;
1969;12;18;1,3;
1969;12;19;3,3;
1969;12;20;6;
1969;12;21;1;
1969;12;22;1;
1969;12;23;2;
1969;12;24;1,3;
1969;12;25;1,7;
1969;12;26;,7;
1969;12;27;1,3;
1969;12;28;2,7;
1969;12;29;2,7;
1969;12;30;2;
1969;12;31;2;
1970;01;1;0;
1970;01;2;2,7;
1970;01;3;3,3;
1970;01;4;3,3;
1970;01;5;3,7;
1970;01;6;1,3;
1970;01;7;2;
1970;01;8;,7;
1970;01;9;3;
1970;01;10;6,3;
1970;01;11;4,3;
1970;01;12;11;
1970;01;13;1,7;
1970;01;14;1;
1970;01;15;2;
1970;01;16;1,3;
1970;01;17;2,7;
1970;01;18;2,7;
1970;01;19;2;
1970;01;20;1;
1970;01;21;1;
1970;01;22;1,3;
1970;01;23;1;
1970;01;24;2,3;
1970;01;25;4;
1970;01;26;3,3;
1970;01;27;1,7;
1970;01;28;2,7;
1970;01;29;2;
1970;01;30;2,7;
1970;01;31;2;
1970;02;1;,7;
1970;02;2;4,7;
1970;02;3;6,7;
1970;02;4;2;
1970;02;5;,7;
1970;02;6;2,7;
1970;02;7;2,7;
1970;02;8;2;
1970;02;9;1,7;
1970;02;10;2;
1970;02;11;1,3;
1970;02;12;5,3;
1970;02;13;5,3;
1970;02;14;2;
1970;02;15;4,7;
1970;02;16;1,3;
1970;02;17;2;
1970;02;18;2;
1970;02;19;2;
1970;02;20;5,3;
1970;02;21;2,3;
1970;02;22;2;
1970;02;23;4;
1970;02;24;1,3;
1970;02;25;1,7;
1970;02;26;2;
1970;02;27;1,7;
1970;02;28;1,3;
1970;03;1;3,3;
1970;03;2;4;
1970;03;3;2,3;
1970;03;4;1,7;
1970;03;5;1,3;
1970;03;6;1,3;
1970;03;7;1,7;
1970;03;8;6,7;
1970;03;9;1,3;
1970;03;10;1,7;
1970;03;11;2;
1970;03;12;1,3;
1970;03;13;1,3;
1970;03;14;1,7;
1970;03;15;8,3;
1970;03;16;2,7;
1970;03;17;1,7;
1970;03;18;2;
1970;03;19;2;
1970;03;20;2;
1970;03;21;2;
1970;03;22;1,3;
1970;03;23;1;
1970;03;24;1;
1970;03;25;1,7;
1970;03;26;1,7;
1970;03;27;2,7;
1970;03;28;3,7;
1970;03;29;5;
1970;03;30;2;
1970;03;31;4,3;
1970;04;1;1,3;
1970;04;2;1,7;
1970;04;3;1,7;
1970;04;4;1,7;
1970;04;5;2;
1970;04;6;1,7;
1970;04;7;3,3;
1970;04;8;1,3;
1970;04;9;1,7;
1970;04;10;1,7;
1970;04;11;2;
1970;04;12;,3;
1970;04;13;1;
1970;04;14;2,7;
1970;04;15;1,3;
1970;04;16;,7;
1970;04;17;1,3;
1970;04;18;1;
1970;04;19;5;
1970;04;20;2;
1970;04;21;1,7;
1970;04;22;1,3;
1970;04;23;2;
1970;04;24;1;
1970;04;25;2;
1970;04;26;2,7;
1970;04;27;1,3;
1970;04;28;1,3;
1970;04;29;1,7;
1970;04;30;2;
1970;05;1;1;
1970;05;2;1,3;
1970;05;3;1,3;
1970;05;4;2,3;
1970;05;5;1,3;
1970;05;6;1,7;
1970;05;7;1;
1970;05;8;3,3;
1970;05;9;1,7;
1970;05;10;2,3;
1970;05;11;3,3;
1970;05;12;2;
1970;05;13;1,3;
1970;05;14;1,3;
1970;05;15;1;
1970;05;16;1,7;
1970;05;17;5,3;
1970;05;18;2;
1970;05;19;1,3;
1970;05;20;1,7;
1970;05;21;1;
1970;05;22;2;
1970;05;23;2,7;
1970;05;24;2;
1970;05;25;,3;
1970;05;26;2;
1970;05;27;1,3;
1970;05;28;1,7;
1970;05;29;1;
1970;05;30;2;
1970;05;31;2;
1970;06;1;1,7;
1970;06;2;2;
1970;06;3;2,7;
1970;06;4;2;
1970;06;5;1;
1970;06;6;1,3;
1970;06;7;1;
1970;06;8;2;
1970;06;9;2,7;
1970;06;10;2;
1970;06;11;1;
1970;06;12;1,3;
1970;06;13;2;
1970;06;14;,7;
1970;06;15;,7;
1970;06;16;1,7;
1970;06;17;,7;
1970;06;18;1,7;
1970;06;19;1;
1970;06;20;2;
1970;06;21;2;
1970;06;22;1,3;
1970;06;23;1,3;
1970;06;24;1;
1970;06;25;1;
1970;06;26;1;
1970;06;27;1,3;
1970;06;28;3,3;
1970;06;29;1,3;
1970;06;30;1,7;
1970;07;1;1,7;
1970;07;2;1,7;
1970;07;3;1;
1970;07;4;1;
1970;07;5;1;
1970;07;6;1,3;
1970;07;7;,7;
1970;07;8;1;
1970;07;9;2;
1970;07;10;1,3;
1970;07;11;,7;
1970;07;12;1,3;
1970;07;13;,3;
1970;07;14;1,7;
1970;07;15;1,3;
1970;07;16;2;
1970;07;17;2,7;
1970;07;18;1,7;
1970;07;19;2,3;
1970;07;20;3,3;
1970;07;21;1,7;
1970;07;22;0;
1970;07;23;1;
1970;07;24;1,7;
1970;07;25;2,3;
1970;07;26;2;
1970;07;27;1,7;
1970;07;28;1;
1970;07;29;1,7;
1970;07;30;1;
1970;07;31;1,3;
1970;08;1;1;
1970;08;2;2;
1970;08;3;,3;
1970;08;4;2,3;
1970;08;5;1;
1970;08;6;1,3;
1970;08;7;,7;
1970;08;8;2,7;
1970;08;9;2;
1970;08;10;,3;
1970;08;11;2;
1970;08;12;,7;
1970;08;13;1,3;
1970;08;14;1,7;
1970;08;15;,3;
1970;08;16;1,7;
1970;08;17;1;
1970;08;18;2;
1970;08;19;2;
1970;08;20;1,7;
1970;08;21;1,7;
1970;08;22;2,3;
1970;08;23;1,3;
1970;08;24;1;
1970;08;25;3,3;
1970;08;26;,3;
1970;08;27;,7;
1970;08;28;3;
1970;08;29;1,7;
1970;08;30;1,3;
1970;08;31;1,3;
1970;09;1;1,7;
1970;09;2;1;
1970;09;3;,7;
1970;09;4;1,3;
1970;09;5;1,3;
1970;09;6;4,3;
1970;09;7;1,3;
1970;09;8;3,3;
1970;09;9;2;
1970;09;10;3;
1970;09;11;2,7;
1970;09;12;2;
1970;09;13;1;
1970;09;14;1;
1970;09;15;1,3;
1970;09;16;1,3;
1970;09;17;1;
1970;09;18;,7;
1970;09;19;,7;
1970;09;20;1;
1970;09;21;,7;
1970;09;22;1,3;
1970;09;23;,7;
1970;09;24;1;
1970;09;25;,7;
1970;09;26;1,7;
1970;09;27;1,3;
1970;09;28;1;
1970;09;29;1,3;
1970;09;30;1,7;
1970;10;1;2;
1970;10;2;1,7;
1970;10;3;2,3;
1970;10;4;1,3;
1970;10;5;,7;
1970;10;6;1;
1970;10;7;3,3;
1970;10;8;1;
1970;10;9;1,7;
1970;10;10;1,7;
1970;10;11;1,7;
1970;10;12;,7;
1970;10;13;,7;
1970;10;14;2,7;
1970;10;15;3,3;
1970;10;16;1;
1970;10;17;,7;
1970;10;18;0;
1970;10;19;2;
1970;10;20;1,7;
1970;10;21;2;
1970;10;22;1;
1970;10;23;1,3;
1970;10;24;2,3;
1970;10;25;,7;
1970;10;26;,7;
1970;10;27;1,3;
1970;10;28;,7;
1970;10;29;1,3;
1970;10;30;2,3;
1970;10;31;1,3;
1970;11;1;3;
1970;11;2;3,3;
1970;11;3;2,7;
1970;11;4;2,7;
1970;11;5;4;
1970;11;6;4,3;
1970;11;7;,3;
1970;11;8;,7;
1970;11;9;3;
1970;11;10;2;
1970;11;11;1,3;
1970;11;12;7,7;
1970;11;13;2,3;
1970;11;14;2,7;
1970;11;15;1,7;
1970;11;16;2,3;
1970;11;17;2,7;
1970;11;18;2,7;
1970;11;19;2;
1970;11;20;1;
1970;11;21;2,3;
1970;11;22;1,7;
1970;11;23;1,3;
1970;11;24;1,3;
1970;11;25;1,3;
1970;11;26;1;
1970;11;27;,7;
1970;11;28;1,3;
1970;11;29;3,3;
1970;11;30;2,3;
1970;12;1;1,7;
1970;12;2;2;
1970;12;3;5;
1970;12;4;1,3;
1970;12;5;1,3;
1970;12;6;1,3;
1970;12;7;2;
1970;12;8;1,7;
1970;12;9;3,3;
1970;12;10;1,7;
1970;12;11;1;
1970;12;12;1,3;
1970;12;13;1,3;
1970;12;14;1;
1970;12;15;1,7;
1970;12;16;1,7;
1970;12;17;,7;
1970;12;18;1;
1970;12;19;,3;
1970;12;20;2,7;
1970;12;21;2;
1970;12;22;2;
1970;12;23;5,3;
1970;12;24;3,3;
1970;12;25;1,3;
1970;12;26;,7;
1970;12;27;1;
1970;12;28;2,3;
1970;12;29;2;
1970;12;30;4,3;
1970;12;31;4;
1971;01;1;2,7;
1971;01;2;1,7;
1971;01;3;1,7;
1971;01;4;,7;
1971;01;5;1;
1971;01;6;,7;
1971;01;7;1;
1971;01;8;1,3;
1971;01;9;1,3;
1971;01;10;1,7;
1971;01;11;,7;
1971;01;12;,7;
1971;01;13;1;
1971;01;14;2,7;
1971;01;15;3,3;
1971;01;16;1,7;
1971;01;17;0;
1971;01;18;1,7;
1971;01;19;2,7;
1971;01;20;1,3;
1971;01;21;5,3;
1971;01;22;1,7;
1971;01;23;2,3;
1971;01;24;2,3;
1971;01;25;2,7;
1971;01;26;3,3;
1971;01;27;1,3;
1971;01;28;,7;
1971;01;29;1,3;
1971;01;30;5,3;
1971;01;31;4,3;
1971;02;1;6,7;
1971;02;2;1,7;
1971;02;3;1,7;
1971;02;4;1,7;
1971;02;5;1,3;
1971;02;6;1;
1971;02;7;1,7;
1971;02;8;2,7;
1971;02;9;2;
1971;02;10;,7;
1971;02;11;1,7;
1971;02;12;1,3;
1971;02;13;2,7;
1971;02;14;1;
1971;02;15;3,7;
1971;02;16;5;
1971;02;17;1,7;
1971;02;18;,7;
1971;02;19;1,3;
1971;02;20;1,7;
1971;02;21;1;
1971;02;22;,7;
1971;02;23;1,7;
1971;02;24;1,7;
1971;02;25;2,7;
1971;02;26;2;
1971;02;27;4;
1971;02;28;6,3;
1971;03;1;1,3;
1971;03;2;,7;
1971;03;3;3,7;
1971;03;4;3,3;
1971;03;5;1,3;
1971;03;6;5;
1971;03;7;2,3;
1971;03;8;,7;
1971;03;9;1;
1971;03;10;1,3;
1971;03;11;3,3;
1971;03;12;1,3;
1971;03;13;1,3;
1971;03;14;5;
1971;03;15;5,7;
1971;03;16;,7;
1971;03;17;,7;
1971;03;18;4;
1971;03;19;5,3;
1971;03;20;5;
1971;03;21;4,3;
1971;03;22;6;
1971;03;23;1,3;
1971;03;24;,7;
1971;03;25;3,3;
1971;03;26;1,3;
1971;03;27;1,7;
1971;03;28;2,7;
1971;03;29;5;
1971;03;30;2;
1971;03;31;1,3;
1971;04;1;2,7;
1971;04;2;4,3;
1971;04;3;2,7;
1971;04;4;4;
1971;04;5;2,7;
1971;04;6;1,3;
1971;04;7;1,7;
1971;04;8;2;
1971;04;9;2;
1971;04;10;1,7;
1971;04;11;2;
1971;04;12;1;
1971;04;13;2;
1971;04;14;1,7;
1971;04;15;1,3;
1971;04;16;2,7;
1971;04;17;1,7;
1971;04;18;1,7;
1971;04;19;,7;
1971;04;20;1,7;
1971;04;21;1,3;
1971;04;22;,7;
1971;04;23;3,3;
1971;04;24;3,3;
1971;04;25;1,3;
1971;04;26;2;
1971;04;27;1,7;
1971;04;28;1,3;
1971;04;29;2;
1971;04;30;3,3;
1971;05;1;3,3;
1971;05;2;2,3;
1971;05;3;1,3;
1971;05;4;1,3;
1971;05;5;1;
1971;05;6;,7;
1971;05;7;0;
1971;05;8;2;
1971;05;9;,3;
1971;05;10;,3;
1971;05;11;1;
1971;05;12;1;
1971;05;13;1;
1971;05;14;0;
1971;05;15;,3;
1971;05;16;,7;
1971;05;17;1,7;
1971;05;18;3,3;
1971;05;19;2;
1971;05;20;,7;
1971;05;21;2;
1971;05;22;1,3;
1971;05;23;4,7;
1971;05;24;1,7;
1971;05;25;1;
1971;05;26;2;
1971;05;27;2,7;
1971;05;28;,7;
1971;05;29;1,7;
1971;05;30;2,3;
1971;05;31;2,7;
1971;06;1;1;
1971;06;2;1,3;
1971;06;3;1,7;
1971;06;4;1,7;
1971;06;5;1;
1971;06;6;2;
1971;06;7;1,3;
1971;06;8;2;
1971;06;9;2,7;
1971;06;10;1,7;
1971;06;11;1;
1971;06;12;1,7;
1971;06;13;2,7;
1971;06;14;1,7;
1971;06;15;4,3;
1971;06;16;1;
1971;06;17;2,7;
1971;06;18;1,7;
1971;06;19;1,3;
1971;06;20;1,3;
1971;06;21;2,3;
1971;06;22;2,3;
1971;06;23;,7;
1971;06;24;1,3;
1971;06;25;1,3;
1971;06;26;1,3;
1971;06;27;1;
1971;06;28;1,3;
1971;06;29;4;
1971;06;30;1;
1973;01;1;6,7;
1973;01;2;3,7;
1973;01;3;1,7;
1973;01;4;3,3;
1973;01;5;2,3;
1973;01;6;1;
1973;01;7;2,7;
1973;01;8;1;
1973;01;9;1,3;
1973;01;10;1,3;
1973;01;11;3;
1973;01;12;2,7;
1973;01;13;3;
1973;01;14;4,3;
1973;01;15;2,7;
1973;01;16;5,3;
1973;01;17;4,3;
1973;01;18;3,7;
1973;01;19;1,3;
1973;01;20;2,7;
1973;01;21;2,7;
1973;01;22;1,7;
1973;01;23;2,7;
1973;01;24;2,3;
1973;01;25;3,3;
1973;01;26;3,3;
1973;01;27;3,3;
1973;01;28;1,7;
1973;01;29;2,3;
1973;01;30;2,7;
1973;01;31;2,7;
1973;02;1;2;
1973;02;2;2,3;
1973;02;3;3;
1973;02;4;1,7;
1973;02;5;1,3;
1973;02;6;2,3;
1973;02;7;3;
1973;02;8;2,3;
1973;02;9;2;
1973;02;10;2;
1973;02;11;2,7;
1973;02;12;3,7;
1973;02;13;4;
1973;02;14;3;
1973;02;15;3,3;
1973;02;16;4;
1973;02;17;3;
1973;02;18;3;
1973;02;19;3,3;
1973;02;20;2,7;
1973;02;21;3;
1973;02;22;3;
1973;02;23;3;
1973;02;24;3,3;
1973;02;25;2,7;
1973;02;26;3;
1973;02;27;5,7;
1973;02;28;3,7;
1973;03;1;3,3;
1973;03;2;2;
1973;03;3;4,3;
1973;03;4;1;
1973;03;5;1,3;
1973;03;6;1,3;
1973;03;7;2;
1973;03;8;1;
1973;03;9;3,7;
1973;03;10;3;
1973;03;11;1,3;
1973;03;12;1,7;
1973;03;13;2,7;
1973;03;14;3,3;
1973;03;15;4;
1973;03;16;2,3;
1973;03;17;2;
1973;03;18;2,3;
1973;03;19;2,7;
1973;03;20;3,3;
1973;03;21;2,7;
1973;03;22;1,3;
1973;03;23;1,7;
1973;03;24;3;
1973;03;25;2,7;
1973;03;26;1,7;
1973;03;27;2,3;
1973;03;28;2,3;
1973;03;29;1,7;
1973;03;30;1,3;
1973;03;31;1,7;
1973;04;1;3,3;
1973;04;2;2,7;
1973;04;3;4;
1973;04;4;3;
1973;04;5;1,7;
1973;04;6;1,3;
1973;04;7;2;
1973;04;8;2,3;
1973;04;9;2;
1973;04;10;4,3;
1973;04;11;3,7;
1973;04;12;2,7;
1973;04;13;2,3;
1973;04;14;2,7;
1973;04;15;2,7;
1973;04;16;2;
1973;04;17;2;
1973;04;18;2,3;
1973;04;19;1,3;
1973;04;20;1;
1973;04;21;2;
1973;04;22;1;
1973;04;23;2,3;
1973;04;24;2,3;
1973;04;25;3,3;
1973;04;26;2,3;
1973;04;27;1;
1973;04;28;2,3;
1973;04;29;1,3;
1973;04;30;1,7;
1973;05;1;2,7;
1973;05;2;2,3;
1973;05;3;1,7;
1973;05;4;2,3;
1973;05;5;3;
1973;05;6;2,7;
1973;05;7;1,7;
1973;05;8;2,3;
1973;05;9;2;
1973;05;10;1,7;
1973;05;11;2;
1973;05;12;2,3;
1973;05;13;1,7;
1973;05;14;1,7;
1973;05;15;1,7;
1973;05;16;2,3;
1973;05;17;2,7;
1973;05;18;2;
1973;05;19;3;
1973;05;20;1,3;
1973;05;21;1,7;
1973;05;22;2,3;
1973;05;23;2;
1973;05;24;1,7;
1973;05;25;2,3;
1973;05;26;3;
1973;05;27;3;
1973;05;28;2;
1973;05;29;2;
1973;05;30;2;
1973;05;31;1,7;
1973;06;1;2,7;
1973;06;2;2,3;
1973;06;3;1,7;
1973;06;4;1,7;
1973;06;5;1,3;
1973;06;6;3,3;
1973;06;7;3;
1973;06;8;2;
1973;06;9;1,7;
1973;06;10;1,7;
1973;06;11;2;
1973;06;12;1,7;
1973;06;13;1,7;
1973;06;14;2;
1973;06;15;1,7;
1973;06;16;2;
1973;06;17;1,3;
1973;06;18;1,7;
1973;06;19;3;
1973;06;20;2,3;
1973;06;21;2,7;
1973;06;22;1,7;
1973;06;23;2;
1973;06;24;2;
1973;06;25;2,7;
1973;06;26;1,3;
1973;06;27;1,3;
1973;06;28;3,7;
1973;06;29;1,7;
1973;06;30;1,7;
1973;07;1;2,3;
1973;07;2;1,7;
1973;07;3;2;
1973;07;4;2,3;
1973;07;5;1,3;
1973;07;6;2;
1973;07;7;1,3;
1973;07;8;1,3;
1973;07;9;2;
1973;07;10;1,7;
1973;07;11;2;
1973;07;12;1;
1973;07;13;1;
1973;07;14;1,3;
1973;07;15;4;
1973;07;16;2;
1973;07;17;2;
1973;07;18;2,3;
1973;07;19;1;
1973;07;20;1,7;
1973;07;21;1,7;
1973;07;22;1,3;
1973;07;23;1,7;
1973;07;24;1,3;
1973;07;25;1;
1973;07;26;1,3;
1973;07;27;1;
1973;07;28;2,7;
1973;07;29;1;
1973;07;30;1,7;
1973;07;31;1,7;
1973;08;1;1,3;
1973;08;2;1,7;
1973;08;3;1,3;
1973;08;4;1,3;
1973;08;5;1,3;
1973;08;6;1,3;
1973;08;7;3,3;
1973;08;8;2;
1973;08;9;1,7;
1973;08;10;1,3;
1973;08;11;1,7;
1973;08;12;1;
1973;08;13;3;
1973;08;14;1,7;
1973;08;15;2;
1973;08;16;2,3;
1973;08;17;1,7;
1973;08;18;1;
1973;08;19;1;
1973;08;20;1;
1973;08;21;1,3;
1973;08;22;3;
1973;08;23;2,3;
1973;08;24;1,3;
1973;08;25;1,7;
1973;08;26;2;
1973;08;27;1,3;
1973;08;28;1;
1973;08;29;1,3;
1973;08;30;1,3;
1973;08;31;2;
1973;09;1;2,3;
1973;09;2;1,7;
1973;09;3;1,3;
1973;09;4;1,3;
1973;09;5;1,7;
1973;09;6;1,7;
1973;09;7;1,3;
1973;09;8;1,7;
1973;09;9;1,7;
1973;09;10;1,7;
1973;09;11;1,7;
1973;09;12;1,3;
1973;09;13;2;
1973;09;14;1,3;
1973;09;15;1,3;
1973;09;16;1,7;
1973;09;17;1,3;
1973;09;18;2,3;
1973;09;19;3;
1973;09;20;3;
1973;09;21;3;
1973;09;22;1;
1973;09;23;2,3;
1973;09;24;1,3;
1973;09;25;2;
1973;09;26;1,7;
1973;09;27;2;
1973;09;28;2;
1973;09;29;3,7;
1973;09;30;2,3;
1973;10;1;1,7;
1973;10;2;2,3;
1973;10;3;2,3;
1973;10;4;1,3;
1973;10;5;2;
1973;10;6;1,7;
1973;10;7;1,7;
1973;10;8;2;
1973;10;9;1,3;
1973;10;10;1;
1973;10;11;1;
1973;10;12;2,3;
1973;10;13;2,7;
1973;10;14;2,7;
1973;10;15;1,7;
1973;10;16;1,3;
1973;10;17;2,3;
1973;10;18;3;
1973;10;19;2,7;
1973;10;20;1,7;
1973;10;21;1,7;
1973;10;22;2,7;
1973;10;23;2;
1973;10;24;2,7;
1973;10;25;1;
1973;10;26;1,3;
1973;10;27;1,7;
1973;10;28;2;
1973;10;29;1,7;
1973;10;30;2,3;
1973;10;31;2;
1973;11;1;2,3;
1973;11;2;1,7;
1973;11;3;1,7;
1973;11;4;3,3;
1973;11;5;4;
1973;11;6;2,3;
1973;11;7;2,7;
1973;11;8;2,3;
1973;11;9;1,7;
1973;11;10;1,7;
1973;11;11;1;
1973;11;12;1,3;
1973;11;13;3,3;
1973;11;14;4;
1973;11;15;3;
1973;11;16;3,3;
1973;11;17;3;
1973;11;18;2,3;
1973;11;19;2;
1973;11;20;4;
1973;11;21;2;
1973;11;22;1;
1973;11;23;1;
1973;11;24;2,3;
1973;11;25;1,7;
1973;11;26;2,3;
1973;11;27;2,3;
1973;11;28;2,7;
1973;11;29;2;
1973;11;30;2;
1973;12;1;2;
1973;12;2;1,7;
1973;12;3;1,3;
1973;12;4;3;
1973;12;5;2,7;
1973;12;6;1,7;
1973;12;7;2,7;
1973;12;8;1,7;
1973;12;9;3;
1973;12;10;1,7;
1973;12;11;2,7;
1973;12;12;1,7;
1973;12;13;3;
1973;12;14;4;
1973;12;15;3;
1973;12;16;2,3;
1973;12;17;2,3;
1973;12;18;1,3;
1973;12;19;2,7;
1973;12;20;2;
1973;12;21;4,7;
1973;12;22;2,7;
1973;12;23;3,3;
1973;12;24;3;
1973;12;25;4,7;
1973;12;26;1,3;
1973;12;27;1,3;
1973;12;28;1;
1973;12;29;2;
1973;12;30;3;
1973;12;31;1,3;
1974;01;1;3;
1974;01;2;2;
1974;01;3;2,7;
1974;01;4;2,3;
1974;01;5;3;
1974;01;6;2;
1974;01;7;2;
1974;01;8;2,3;
1974;01;9;3;
1974;01;10;3;
1974;01;11;3,3;
1974;01;12;2;
1974;01;13;3,7;
1974;01;14;3,3;
1974;01;15;2,7;
1974;01;16;1,7;
1974;01;17;1,3;
1974;01;18;1,3;
1974;01;19;2,3;
1974;01;20;4,7;
1974;01;21;2;
1974;01;22;1;
1974;01;23;1;
1974;01;24;1,3;
1974;01;25;1;
1974;01;26;1,7;
1974;01;27;2;
1974;01;28;2;
1974;01;29;3,3;
1974;01;30;3,7;
1974;01;31;3;
1974;02;1;3;
1974;02;2;1,3;
1974;02;3;2,3;
1974;02;4;1,7;
1974;02;5;1,3;
1974;02;6;2,3;
1974;02;7;3,7;
1974;02;8;2;
1974;02;9;2;
1974;02;10;2,3;
1974;02;11;3,7;
1974;02;12;1,3;
1974;02;13;2,3;
1974;02;14;2;
1974;02;15;1,7;
1974;02;16;3,7;
1974;02;17;4,7;
1974;02;18;4,7;
1974;02;19;1;
1974;02;20;3;
1974;02;21;1,7;
1974;02;22;1,7;
1974;02;23;1,3;
1974;02;24;1,3;
1974;02;25;3,7;
1974;02;26;3;
1974;02;27;4;
1974;02;28;2,7;
1974;03;1;4;
1974;03;2;3,3;
1974;03;3;1,7;
1974;03;4;4,3;
1974;03;5;4;
1974;03;6;4,3;
1974;03;7;3,3;
1974;03;8;3,3;
1974;03;9;2;
1974;03;10;2,3;
1974;03;11;1,3;
1974;03;12;2;
1974;03;13;1,7;
1974;03;14;1;
1974;03;15;2;
1974;03;16;1,7;
1974;03;17;1,3;
1974;03;18;2;
1974;03;19;2,7;
1974;03;20;2,3;
1974;03;21;1,3;
1974;03;22;2;
1974;03;23;3,3;
1974;03;24;3;
1974;03;25;4,3;
1974;03;26;3,3;
1974;03;27;2,7;
1974;03;28;3,7;
1974;03;29;4,3;
1974;03;30;2,3;
1974;03;31;1;
1974;04;1;1;
1974;04;2;1,7;
1974;04;3;1,7;
1974;04;4;1,3;
1974;04;5;3,3;
1974;04;6;4;
1974;04;7;3,3;
1974;04;8;2;
1974;04;9;1,7;
1974;04;10;3,3;
1974;04;11;3,7;
1974;04;12;3,3;
1974;04;13;5,3;
1974;04;14;4;
1974;04;15;1,7;
1974;04;16;4;
1974;04;17;5,3;
1974;04;18;4,3;
1974;04;19;2,3;
1974;04;20;3,7;
1974;04;21;1,7;
1974;04;22;1,7;
1974;04;23;1;
1974;04;24;2,3;
1974;04;25;4;
1974;04;26;1,3;
1974;04;27;2,7;
1974;04;28;4;
1974;04;29;5,3;
1974;04;30;4,7;
1974;05;1;5,3;
1974;05;2;5,3;
1974;05;3;1,7;
1974;05;4;4,7;
1974;05;5;2;
1974;05;6;1,7;
1974;05;7;2,7;
1974;05;8;1,3;
1974;05;9;2;
1974;05;10;1,7;
1974;05;11;2,7;
1974;05;12;1,3;
1974;05;13;1,7;
1974;05;14;2,7;
1974;05;15;1,7;
1974;05;16;2;
1974;05;17;2;
1974;05;18;2,7;
1974;05;19;2;
1974;05;20;2,3;
1974;05;21;2,3;
1974;05;22;2,7;
1974;05;23;1,7;
1974;05;24;2,3;
1974;05;25;1,7;
1974;05;26;3;
1974;05;27;1,3;
1974;05;28;1,7;
1974;05;29;1,7;
1974;05;30;1,7;
1974;05;31;2;
1974;06;1;1,3;
1974;06;2;2,7;
1974;06;3;1;
1974;06;4;1,7;
1974;06;5;1,7;
1974;06;6;2;
1974;06;7;4;
1974;06;8;1,7;
1974;06;9;1,7;
1974;06;10;1,7;
1974;06;11;2;
1974;06;12;4,7;
1974;06;13;1;
1974;06;14;1,3;
1974;06;15;1;
1974;06;16;1;
1974;06;17;2;
1974;06;18;2;
1974;06;19;1,3;
1974;06;20;1,3;
1974;06;21;2;
1974;06;22;1,3;
1974;06;23;3;
1974;06;24;1,3;
1974;06;25;1;
1974;06;26;2,3;
1974;06;27;3,7;
1974;06;28;1,3;
1974;06;29;1;
1974;06;30;1,7;
1974;07;1;2,3;
1974;07;2;2,7;
1974;07;3;1,3;
1974;07;4;3,7;
1974;07;5;1,3;
1974;07;6;1,7;
1974;07;7;4;
1974;07;8;3,3;
1974;07;9;1,7;
1974;07;10;2,3;
1974;07;11;1;
1974;07;12;1,3;
1974;07;13;2;
1974;07;14;2,3;
1974;07;15;1,7;
1974;07;16;2;
1974;07;17;1,7;
1974;07;18;1,7;
1974;07;19;2,7;
1974;07;20;2;
1974;07;21;1,3;
1974;07;22;3,3;
1974;07;23;1,7;
1974;07;24;1,3;
1974;07;25;2;
1974;07;26;1,3;
1974;07;27;1,3;
1974;07;28;1,3;
1974;07;29;2,7;
1974;07;30;2;
1974;07;31;1,3;
1974;08;1;1;
1974;08;2;1,3;
1974;08;3;2;
1974;08;4;1,7;
1974;08;5;1,7;
1974;08;6;2,3;
1974;08;7;1,7;
1974;08;8;2;
1974;08;9;1,3;
1974;08;10;1,7;
1974;08;11;1,3;
1974;08;12;3,3;
1974;08;13;1;
1974;08;14;2,3;
1974;08;15;1,3;
1974;08;16;1,3;
1974;08;17;4,7;
1974;08;18;1,7;
1974;08;19;1,3;
1974;08;20;4;
1974;08;21;2,3;
1974;08;22;2;
1974;08;23;2,3;
1974;08;24;2,7;
1974;08;25;1,3;
1974;08;26;2,7;
1974;08;27;1,3;
1974;08;28;2;
1974;08;29;2;
