"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"geometry";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"L3SOKO01";12.639266;50.176985;407;"Sokolov";"Sokolov";"AKS2";"POINT (12.639266 50.176985)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"L3STRA01";13.051677;50.338823;330;"Stráž nad Ohrí";"Stráž nad Ohrí";"ASS";"POINT (13.051677 50.338823)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"L4LAKY01";12.641703;50.011397;835;"Lázne Kynžvart";"Lázne Kynžvart, Královka";"ASNS";"POINT (12.641703 50.011397)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L4PERK01";12.779285;50.363232;842;"Pernink";"Pernink";"ASNS";"POINT (12.779285 50.363232)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L4PRAH01";13.81838;49.65889;862;"Praha";"Praha, Brdy";"ASNS";"POINT (13.81838 49.65889)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L4RYBN01";12.69832;49.515385;710;"Rybník";"Rybník";"ASNS";"POINT (12.69832 49.515385)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"L4TESL01";13.761819;49.619132;720;"Vešín";"Vešín, Teslíny";"ASNS";"POINT (13.761819 49.619132)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1BEDO01";17.1991;50.15446;565;"Belá pod Pradedem";"Belá pod Pradedem, Domašov";"MSS";"POINT (17.1991 50.15446)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1BELA01";17.1678;50.1586;670;"Belá pod Pradedem";"Belá pod Pradedem, Filipovice";"ASS";"POINT (17.1678 50.1586)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1BELO01";17.8042;49.5869;306;"Belotín";"Belotín";"AKS1";"POINT (17.8042 49.5869)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1BILA01";18.5233;49.4547;720;"Bílá";"Bílá, Konecná";"AKS2";"POINT (18.5233 49.4547)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1BILH01";18.3806;49.4222;770;"Bílá";"Bílá, Hlavatá";"MSS";"POINT (18.3806 49.4222)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1BILO01";17.9917;49.7617;290;"Bílovec";"Bílovec";"MSS";"POINT (17.9917 49.7617)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1BOHU01";18.3692;49.882;237;"Bohumín";"Bohumín, Záblatí";"AKS2";"POINT (18.3692 49.882)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1BUDI01";17.6319;49.7972;530;"Budišov nad Budišovkou";"Budišov nad Budišovkou";"MSS";"POINT (17.6319 49.7972)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1CANTTT";18.7958;49.6792;974;"Velká Cantoryje";"Velká Cantoryje";"TOTAL";"POINT (18.7958 49.6792)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1CERN01";17.1536;50.3092;320;"Cerná Voda";"Cerná Voda";"MSS";"POINT (17.1536 50.3092)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1CERV01";17.541944;49.777222;748.13;"Cervená";"Cervená";"AMS1";"POINT (17.541944 49.777222)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1CHLN01";18.119769;49.991679;258;"Chuchelná";"Chuchelná";"AKS4";"POINT (18.119769 49.991679)";"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA
"O1DEHY01";18.1667;49.8694;292;"Dehylov";"Dehylov";"MSS";"POINT (18.1667 49.8694)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1DLOU01";17.5011;49.9592;520;"Dlouhá Strán";"Dlouhá Strán";"MSS";"POINT (17.5011 49.9592)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1FMOL01";18.315833;49.666667;312;"Frýdek-Místek";"Frýdek-Místek, Místek";"AKS2";"POINT (18.315833 49.666667)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1FREN01";18.240568;49.541055;436;"Frenštát pod Radhoštem";"Frenštát pod Radhoštem";"AKS2";"POINT (18.240568 49.541055)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1FULN01";17.93251;49.7235;340;"Fulnek";"Fulnek, Kostelec";"MSS";"POINT (17.93251 49.7235)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1GRUNTT";18.495;49.4908;855;"Grun";"Grun, Kozlena";"TOTAL";"POINT (18.495 49.4908)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1HAMR01";18.4389;49.4681;527;"Staré Hamry";"Staré Hamry, Samcanka";"MSS";"POINT (18.4389 49.4681)";NA;"tmax";"tmin";NA;"prec";"snow";NA;NA;NA
"O1HART01";17.575278;49.888611;516;"Slezská Harta";"Slezská Harta";"AKS3";"POINT (17.575278 49.888611)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O1HART01";17.575278;49.888611;516;"Slezská Harta";"Slezská Harta";"AKS3";"POINT (17.575278 49.888611)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O1HAT001";18.2542;49.9458;220;"Hat";"Hat";"MSS";"POINT (18.2542 49.9458)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HAVI01";18.4406;49.7656;259;"Havírov";"Havírov, Bludovice";"MSS";"POINT (18.4406 49.7656)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HERM01";17.3816;50.1985;665;"Hermanovice";"Hermanovice";"MSS";"POINT (17.3816 50.1985)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HOLO01";18.637779;49.534088;582;"Horní Lomná";"Horní Lomná";"AKS3";"POINT (18.637779 49.534088)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O1HOLO01";18.637779;49.534088;582;"Horní Lomná";"Horní Lomná";"AKS3";"POINT (18.637779 49.534088)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O1HRAB01";18.0533;49.8783;395;"Hrabyne";"Hrabyne";"MSS";"POINT (18.0533 49.8783)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HRAD01";17.8769;49.8728;275;"Hradec nad Moravicí";"Hradec nad Moravicí";"MSS";"POINT (17.8769 49.8728)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HRCA01";18.834167;49.521111;612;"Hrcava";"Hrcava";"MSS";"POINT (18.834167 49.521111)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HUKV01";18.2208;49.6428;292;"Hukvaldy";"Hukvaldy, Rychaltice";"MSS";"POINT (18.2208 49.6428)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1HZIV01";17.949444;49.690556;256;"Hladké Životice";"Hladké Životice";"AKS";"POINT (17.949444 49.690556)";"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA
"O1JABL01";18.7503;49.5875;380;"Jablunkov";"Jablunkov, Návsí";"AKS2";"POINT (18.7503 49.5875)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1JAVO01";17.0075;50.3956;284;"Javorník";"Javorník";"AKS1";"POINT (17.0075 50.3956)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1JAVR01";18.627222;49.628333;930;"Trinec";"Trinec, Oldrichovice, Javorový";"AKS4";"POINT (18.627222 49.628333)";"tmean";"tmax";"tmin";"humid";NA;NA;NA;"wind";NA
"O1JESE01";17.183333;50.231111;502;"Jeseník";"Jeseník";"AKS2";"POINT (17.183333 50.231111)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1JISL01";17.5231;50.2525;358.2;"Jindrichov";"Jindrichov";"MSS";"POINT (17.5231 50.2525)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1KARL01";17.454841;50.109463;502;"Karlovice";"Karlovice";"ASS";"POINT (17.454841 50.109463)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1KARV01";18.5332;49.8549;224;"Karviná";"Karviná";"AKS2";"POINT (18.5332 49.8549)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1KAST01";17.306832;50.074053;795;"Karlova Studánka";"Karlova Studánka";"AKS3";"POINT (17.306832 50.074053)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1KAST01";17.306832;50.074053;795;"Karlova Studánka";"Karlova Studánka";"AKS3";"POINT (17.306832 50.074053)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1KLIM01";18.1347;49.7844;240;"Klimkovice";"Klimkovice";"MSS";"POINT (18.1347 49.7844)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1KLINTT";17.1967;50.12;1099;"Malý Klín";"Malý Klín";"TOTAL";"POINT (17.1967 50.12)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1KRNO01";17.6922;50.078;360;"Krnov";"Krnov";"AKS2";"POINT (17.6922 50.078)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1LICH01";17.633611;50.011111;389;"Lichnov";"Lichnov";"ASS";"POINT (17.633611 50.011111)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1LORY01";17.41431;49.8691;594;"Lomnice";"Lomnice";"ASS";"POINT (17.41431 49.8691)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1LUCI01";18.4425;49.7308;300;"Lucina";"Lucina";"AKS1";"POINT (18.4425 49.7308)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1LYSA01";18.4475;49.546111;1322.03;"Lysá hora";"Lysá hora";"AMS1";"POINT (18.4475 49.546111)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1MAMO01";17.259444;50.025278;775;"Malá Morávka";"Malá Morávka, Karlov";"MSS";"POINT (17.259444 50.025278)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1MELC01";17.756944;49.849444;478;"Melc";"Melc";"MSS";"POINT (17.756944 49.849444)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1MIKU01";17.3231;50.3006;321;"Mikulovice";"Mikulovice";"MSS";"POINT (17.3231 50.3006)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1MOLU01";18.55;49.532588;600;"Morávka";"Morávka, Lúcka";"MSS";"POINT (18.55 49.532588)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1MORK01";18.057778;49.5414;345;"Morkov";"Morkov";"AKS3";"POINT (18.057778 49.5414)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1MORK01";18.057778;49.5414;345;"Morkov";"Morkov";"AKS3";"POINT (18.057778 49.5414)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1MOSN01";18.112778;49.691944;252.8;"Mošnov";"Mošnov";"AMS";"POINT (18.112778 49.691944)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1NERA01";18.4147;49.9153;208;"Dolní Lutyne";"Dolní Lutyne, Nerad";"MSS";"POINT (18.4147 49.9153)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1NOJI01";18.031111;49.6;291;"Nový Jicín";"Nový Jicín";"MSS";"POINT (18.031111 49.6)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1NYDE01";18.755463;49.655692;400;"Nýdek";"Nýdek";"MSS";"POINT (18.755463 49.655692)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1NYFI01";18.788599;49.616676;745;"Nýdek";"Nýdek, Filipka";"AKS4";"POINT (18.788599 49.616676)";"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA
"O1ODRY01";17.82;49.670833;305;"Odry";"Odry";"MSS";"POINT (17.82 49.670833)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1OPAV01";17.8761;49.9197;270;"Opava";"Opava, Otice";"AKS1";"POINT (17.8761 49.9197)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1OSCE01";18.400556;49.525833;435;"Ostravice";"Ostravice";"MSS";"POINT (18.400556 49.525833)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1OSLZ01";18.317553;49.844977;269;"Ostrava";"Ostrava, Slezská Ostrava";"AKS4";"POINT (18.317553 49.844977)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1OSOB01";17.7135;50.2709;238;"Osoblaha";"Osoblaha";"AKS4";"POINT (17.7135 50.2709)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1PASK01";18.3031;49.7244;254;"Paskov";"Paskov";"MSS";"POINT (18.3031 49.7244)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1PORU01";18.159444;49.8253;238.6;"Ostrava";"Ostrava, Poruba";"AKS1";"POINT (18.159444 49.8253)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1PRIB01";18.1342;49.6403;307;"Príbor";"Príbor";"MSS";"POINT (18.1342 49.6403)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1PSTR01";18.348889;49.559167;400;"Pstruží";"Pstruží";"MSS";"POINT (18.348889 49.559167)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1RAMZ01";17.0656;50.1944;740;"Ostružná";"Ostružná, Ramzová";"MSS";"POINT (17.0656 50.1944)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1RASK01";18.4708;49.6228;397;"Raškovice";"Raškovice";"MSS";"POINT (18.4708 49.6228)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1ROPI01";18.6125;49.6975;327;"Ropice";"Ropice";"AKS3";"POINT (18.6125 49.6975)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1ROPI01";18.6125;49.6975;327;"Ropice";"Ropice";"AKS3";"POINT (18.6125 49.6975)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1ROPITT";18.5597;49.6169;880;"Ropicka";"Ropicka";"TOTAL";"POINT (18.5597 49.6169)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1RYMA01";17.296111;49.931389;578;"Rýmarov";"Rýmarov";"AKS4";"POINT (17.296111 49.931389)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1RYMH01";17.286667;49.955833;643;"Rýmarov";"Rýmarov, Harrachov";"MSS";"POINT (17.286667 49.955833)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1SENO01";18.380278;49.770556;258;"Šenov";"Šenov, Lapacka";"MSS";"POINT (18.380278 49.770556)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1SERA01";17.108333;50.1875;1328;"Šerák";"Šerák";"AMS1";"POINT (17.108333 50.1875)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O1SERATT";17.1075;50.1883;1320;"Šerák";"Šerák";"TOTAL";"POINT (17.1075 50.1883)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1SKRI01";17.9139;49.8178;485;"Skripov";"Skripov";"MSS";"POINT (17.9139 49.8178)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1SKRTTT";17.151505;49.999157;876;"Skrítek";"Skrítek, Sobotín, Rudoltice";"TOTAL";"POINT (17.151505 49.999157)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O1SUDI01";18.0736;50.0319;217;"Sudice";"Sudice";"MSS";"POINT (18.0736 50.0319)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1SVET01";17.4011;50.0331;593;"Svetlá Hora";"Svetlá Hora";"AKS1";"POINT (17.4011 50.0331)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1TEHR01";18.531667;49.735278;356;"Terlicko";"Terlicko, Hradište";"MSS";"POINT (18.531667 49.735278)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1TYRA01";18.6494;49.6258;500;"Tyra";"Tyra";"MSS";"POINT (18.6494 49.6258)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O1UHNV01";16.984708;50.332069;615;"Uhelná";"Uhelná, Nové Vilémovice";"AKS4";"POINT (16.984708 50.332069)";"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA
"O1VEKR01";17.179638;50.370798;235;"Velká Kraš";"Velká Kraš";"MSS";"POINT (17.179638 50.370798)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1VIDL01";17.2717;50.1056;774;"Vidly";"Vidly";"MSS";"POINT (17.2717 50.1056)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O1VIDN01";17.1917;50.37794;228;"Vidnava";"Vidnava";"AKS4";"POINT (17.1917 50.37794)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O1VITK01";17.757308;49.778037;491;"Vítkov";"Vítkov";"AKS2";"POINT (17.757308 49.778037)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O1ZARY01";17.560556;50.154167;498;"Mesto Albrechtice";"Mesto Albrechtice, Žáry";"AKS4";"POINT (17.560556 50.154167)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O1ZLHO01";17.3926;50.252778;444;"Zlaté Hory";"Zlaté Hory";"AKS4";"POINT (17.3926 50.252778)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O1ZLHR01";17.3926;50.263;407;"Zlaté Hory";"Zlaté Hory";"MSS";"POINT (17.3926 50.263)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2BEZD01";16.7567;49.7;315;"Moravská Trebová";"Moravská Trebová, Bezdecí, Unerázka";"MSS";"POINT (16.7567 49.7)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2BRAN01";17.0129;50.1324;548;"Branná";"Branná, Františkov";"ASS";"POINT (17.0129 50.1324)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2CERO01";16.7394;50.0453;535;"Cervená Voda";"Cervená Voda";"ASS";"POINT (16.7394 50.0453)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2DSDN01";17.1794;50.0853;765;"Dlouhé Stráne";"Dlouhé Stráne, Kouty nad Desnou";"ASS";"POINT (17.1794 50.0853)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2DUBI01";16.9662;49.8269;282;"Dubicko";"Dubicko";"AKS3";"POINT (16.9662 49.8269)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O2DUBI01";16.9662;49.8269;282;"Dubicko";"Dubicko";"AKS3";"POINT (16.9662 49.8269)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O2HANU01";16.940556;50.0819;432;"Hanušovice";"Hanušovice";"AKS3";"POINT (16.940556 50.0819)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2HANU01";16.940556;50.0819;432;"Hanušovice";"Hanušovice";"AKS3";"POINT (16.940556 50.0819)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2HOSJ01";16.7703;49.8744;305;"Hoštejn";"Hoštejn";"ASS";"POINT (16.7703 49.8744)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2JEVI01";16.7269;49.6297;342;"Jevícko";"Jevícko";"AKS1";"POINT (16.7269 49.6297)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O2KRALTT";16.851393;50.204171;1369;"Králický Snežník";"Králický Snežník";"TOTAL";"POINT (16.851393 50.204171)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O2LANS01";16.625;49.9028;362;"Lanškroun";"Lanškroun";"AKS4";"POINT (16.625 49.9028)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2LOSI01";17.051365;50.038056;411;"Velké Losiny";"Velké Losiny";"ASS";"POINT (17.051365 50.038056)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O2LUKA01";16.953333;49.652222;510;"Luká";"Luká";"AMS1";"POINT (16.953333 49.652222)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O2MEHL01";17.037966;49.782412;268;"Medlov";"Medlov, Hlivice";"MKS";"POINT (17.037966 49.782412)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O2MIRO01";16.839447;49.796164;370;"Mírov";"Mírov, Mírovecek";"MSS";"POINT (16.839447 49.796164)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2OLKL01";17.264465;49.608795;215;"Olomouc";"Olomouc, Klášterní Hradisko";"MSS";"POINT (17.264465 49.608795)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O2OLOM01";17.2844;49.5758;210;"Olomouc";"Olomouc, Holice";"AKS1";"POINT (17.2844 49.5758)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O2OSKA01";17.134781;49.90482;360;"Oskava";"Oskava";"ASS";"POINT (17.134781 49.90482)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2PAPR01";16.988889;50.209444;1006;"Staré Mesto pod Snežníkem";"Staré Mesto pod Snežníkem, Paprsek";"AKS3";"POINT (16.988889 50.209444)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2PAPR01";16.988889;50.209444;1006;"Staré Mesto pod Snežníkem";"Staré Mesto pod Snežníkem, Paprsek";"AKS3";"POINT (16.988889 50.209444)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2PASE01";17.2345;49.7776;271;"Paseka";"Paseka";"AKS4";"POINT (17.2345 49.7776)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O2SKLE01";16.8472;50.1278;730;"Malá Morava";"Malá Morava, Sklené";"MSS";"POINT (16.8472 50.1278)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O2SLAM01";16.832833;50.151011;1100;"Dolní Morava";"Dolní Morava, Slamenka";"AKS4";"POINT (16.832833 50.151011)";"tmean";"tmax";"tmin";"humid";"prec";NA;"solr";"wind";NA
"O2STEP01";17.22473;49.68115;225;"Štepánov";"Štepánov";"MSS";"POINT (17.22473 49.68115)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O2STER01";17.2986;49.725;278;"Šternberk";"Šternberk";"AKS3";"POINT (17.2986 49.725)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2STER01";17.2986;49.725;278;"Šternberk";"Šternberk";"AKS3";"POINT (17.2986 49.725)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O2STIT01";16.764343;49.956566;432;"Štíty";"Štíty";"AKS4";"POINT (16.764343 49.956566)";"tmean";"tmax";"tmin";"humid";"prec";NA;NA;NA;NA
"O2STKU01";16.9419;50.1928;658;"Staré Mesto pod Snežníkem";"Staré Mesto pod Snežníkem, Kuncice";"MSS";"POINT (16.9419 50.1928)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O2SUMP01";16.9675;49.9742;328;"Šumperk";"Šumperk";"AKS1";"POINT (16.9675 49.9742)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O2TREB01";16.6969;49.8158;375;"Trebarov";"Trebarov";"AKS2";"POINT (16.6969 49.8158)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O2UJEZ01";17.482222;49.575556;358;"Velký Újezd";"Velký Újezd";"MSS";"POINT (17.482222 49.575556)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O3BECV01";18.2983;49.4311;565;"Horní Becva";"Horní Becva";"AKS2";"POINT (18.2983 49.4311)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O3BENE01";18.294392;49.397036;855;"Velké Karlovice";"Velké Karlovice, Benešky";"MSS";"POINT (18.294392 49.397036)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O3HOST01";17.8683;49.3514;385;"Hoštálková";"Hoštálková";"AKS3";"POINT (17.8683 49.3514)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O3HOST01";17.8683;49.3514;385;"Hoštálková";"Hoštálková";"AKS3";"POINT (17.8683 49.3514)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O3HRAN01";17.701389;49.5525;247;"Hranice";"Hranice, Drahotuše";"MSS";"POINT (17.701389 49.5525)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O3HUSL01";18.1261;49.3;450;"Huslenky";"Huslenky, Kychová";"ASS";"POINT (18.1261 49.3)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA
"O3KATE01";17.873333;49.401111;585;"Katerinice";"Katerinice, Ojicná";"AKS";"POINT (17.873333 49.401111)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O3KELC01";17.8281;49.4731;300;"Kelc";"Kelc";"MSS";"POINT (17.8281 49.4731)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O3LIDE01";18.052524;49.20948;450;"Lidecko";"Lidecko";"MSS";"POINT (18.052524 49.20948)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O3LIPN01";17.590556;49.521944;227;"Lipník nad Becvou";"Lipník nad Becvou";"MSS";"POINT (17.590556 49.521944)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O3MARU01";17.8286;49.3653;664.1;"Hoštálková";"Hoštálková, Maruška";"AKS1";"POINT (17.8286 49.3653)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O3POTB01";17.6142;49.6238;545;"Potštát";"Potštát, Boškov";"AKS4";"POINT (17.6142 49.6238)";"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;NA;NA
"O3POTS01";17.6764;49.6417;565;"Potštát";"Potštát, Kyžlírov";"MSS";"POINT (17.6764 49.6417)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
"O3PRER01";17.458889;49.464444;210;"Prerov";"Prerov";"AKS2";"POINT (17.458889 49.464444)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres"
"O3PUSTTT";18.279722;49.4917;1014;"Pustevny";"Pustevny";"TOTAL";"POINT (18.279722 49.4917)";NA;NA;NA;NA;NA;NA;NA;NA;NA
"O3RAJN01";17.8139;49.4111;405;"Rajnochovice";"Rajnochovice";"MSS";"POINT (17.8139 49.4111)";"tmean";NA;NA;NA;"prec";"snow";NA;NA;NA
"O3ROZN01";18.138224;49.461251;375;"Rožnov pod Radhoštem";"Rožnov pod Radhoštem";"AKS4";"POINT (18.138224 49.461251)";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA
"O3ROZV01";18.112788;49.462778;362;"Rožnov pod Radhoštem";"Rožnov pod Radhoštem";"MSS";"POINT (18.112788 49.462778)";NA;NA;NA;NA;"prec";"snow";NA;NA;NA
